yil,oy_veren_ulke,oy_alan_ulke,puan,tele_puan,juri_puan,uzaklik_km
2008,Sırbistan,Rusya,10,,,1715.6649111159636
2008,Sırbistan,Ukrayna,6,,,981.2297947993045
2008,Sırbistan,Yunanistan,8,,,804.9760548925385
2008,Sırbistan,Ermenistan,5,,,2030.181191372807
2008,Sırbistan,Norveç,4,,,1801.3331924787178
2008,Sırbistan,Türkiye,0,,,1152.271506306506
2008,Sırbistan,Azerbaycan,0,,,2442.7198082414548
2008,Sırbistan,İsrail,7,,,1931.4692331406427
2008,Sırbistan,Bosna-Hersek,12,,,192.41647415964476
2008,Sırbistan,Gürcistan,0,,,1992.7358802257907
2008,Sırbistan,Letonya,0,,,1375.8023914391154
2008,Sırbistan,Portekiz,1,,,2529.260452552087
2008,Sırbistan,İzlanda,0,,,3373.530265591413
2008,Sırbistan,Danimarka,0,,,1332.3221537868583
2008,Sırbistan,İspanya,0,,,2027.1621912413682
2008,Sırbistan,Arnavutluk,0,,,388.120382644383
2008,Sırbistan,İsveç,2,,,1624.679853470299
2008,Sırbistan,Fransa,0,,,1445.4377301560178
2008,Sırbistan,Romanya,0,,,448.95020464164884
2008,Sırbistan,Hırvatistan,3,,,367.4927124092409
2008,Sırbistan,Finlandiya,0,,,1736.0130823302377
2008,Sırbistan,Almanya,0,,,1002.3972556545572
2008,Sırbistan,Polonya,0,,,828.3111506958423
2008,Sırbistan,Birleşik Krallık,0,,,1691.978781376608
2008,Slovenya,Rusya,7,,,1931.5201410260927
2008,Slovenya,Ukrayna,2,,,1278.6188302846176
2008,Slovenya,Yunanistan,6,,,1176.20431150057
2008,Slovenya,Ermenistan,5,,,2504.6911429574357
2008,Slovenya,Norveç,0,,,1559.855123745589
2008,Slovenya,Sırbistan,12,,,484.46005303952586
2008,Slovenya,Türkiye,0,,,1635.6347533001845
2008,Slovenya,Azerbaycan,1,,,2907.260320039579
2008,Slovenya,İsrail,3,,,2380.7949738365533
2008,Slovenya,Bosna-Hersek,10,,,392.35291943554563
2008,Slovenya,Gürcistan,0,,,2458.3740500456784
2008,Slovenya,Letonya,0,,,1378.228660335538
2008,Slovenya,Portekiz,0,,,2095.910686390711
2008,Slovenya,İzlanda,0,,,2990.757871009681
2008,Slovenya,Danimarka,0,,,1078.2107187771142
2008,Slovenya,İspanya,0,,,1598.17090026063
2008,Slovenya,Arnavutluk,4,,,677.0720267283742
2008,Slovenya,İsveç,0,,,1494.3961707355534
2008,Slovenya,Fransa,0,,,964.4691739469662
2008,Slovenya,Romanya,0,,,924.4152294705327
2008,Slovenya,Hırvatistan,8,,,117.0273821151091
2008,Slovenya,Finlandiya,0,,,1711.6626318730403
2008,Slovenya,Almanya,0,,,722.7920356780841
2008,Slovenya,Polonya,0,,,832.473063878307
2008,Slovenya,Birleşik Krallık,0,,,1228.7841327943693
2008,İspanya,Rusya,5,,,3439.8961950643234
2008,İspanya,Ukrayna,7,,,2861.8350894479545
2008,İspanya,Yunanistan,3,,,2369.5552597746237
2008,İspanya,Ermenistan,10,,,4036.1282657231845
2008,İspanya,Norveç,6,,,2387.078474686203
2008,İspanya,Sırbistan,0,,,2027.1621912413682
2008,İspanya,Türkiye,0,,,3084.232371862177
2008,İspanya,Azerbaycan,0,,,4462.525273945542
2008,İspanya,İsrail,0,,,3594.7799782996212
2008,İspanya,Bosna-Hersek,0,,,1856.7601289345569
2008,İspanya,Gürcistan,0,,,4012.9301601869015
2008,İspanya,Letonya,2,,,2712.6662766747077
2008,İspanya,Portekiz,8,,,502.23722317750014
2008,İspanya,İzlanda,4,,,2886.348975178954
2008,İspanya,Danimarka,0,,,2072.5578522192986
2008,İspanya,Arnavutluk,0,,,1974.0629719358917
2008,İspanya,İsveç,1,,,2592.6757186239106
2008,İspanya,Fransa,0,,,1052.6853743549439
2008,İspanya,Romanya,12,,,2472.049896009658
2008,İspanya,Hırvatistan,0,,,1700.7066842176196
2008,İspanya,Finlandiya,0,,,2947.9874796821273
2008,İspanya,Almanya,0,,,1868.4052348207445
2008,İspanya,Polonya,0,,,2289.2455230921196
2008,İspanya,Birleşik Krallık,0,,,1263.2437828736622
2008,İsveç,Rusya,0,,,1227.4426626648965
2008,İsveç,Ukrayna,0,,,1264.2412140188364
2008,İsveç,Yunanistan,1,,,2408.081916448883
2008,İsveç,Ermenistan,2,,,2815.9733200303817
2008,İsveç,Norveç,12,,,416.43828023952125
2008,İsveç,Sırbistan,6,,,1624.679853470299
2008,İsveç,Türkiye,0,,,2393.3776060952114
2008,İsveç,Azerbaycan,0,,,3048.73995485543
2008,İsveç,İsrail,0,,,3319.222919453242
2008,İsveç,Bosna-Hersek,10,,,1720.3401820411466
2008,İsveç,Gürcistan,0,,,2685.3063849148457
2008,İsveç,Letonya,3,,,442.1216401017445
2008,İsveç,Portekiz,0,,,2988.460394667464
2008,İsveç,İzlanda,8,,,2128.7431308926693
2008,İsveç,Danimarka,5,,,521.8283543394244
2008,İsveç,İspanya,0,,,2592.6757186239106
2008,İsveç,Arnavutluk,0,,,2005.1886837592251
2008,İsveç,Fransa,4,,,1543.4414163235358
2008,İsveç,Romanya,0,,,1743.103020873214
2008,İsveç,Hırvatistan,0,,,1509.7875637990867
2008,İsveç,Finlandiya,7,,,395.8102514911714
2008,İsveç,Almanya,0,,,810.7215835619496
2008,İsveç,Polonya,0,,,810.4044711571205
2008,İsveç,Birleşik Krallık,0,,,1432.7922380288833
2008,İsviçre,Rusya,0,,,2288.340511176307
2008,İsviçre,Ukrayna,0,,,1729.6513391703322
2008,İsviçre,Yunanistan,5,,,1661.2808070470978
2008,İsviçre,Ermenistan,0,,,3048.6553432840874
2008,İsviçre,Norveç,0,,,1457.1201279398003
2008,İsviçre,Sırbistan,12,,,1033.442067420929
2008,İsviçre,Türkiye,6,,,2183.0970160584056
2008,İsviçre,Azerbaycan,0,,,3443.8480661917433
2008,İsviçre,İsrail,1,,,2897.9729977608677
2008,İsviçre,Bosna-Hersek,7,,,921.037355269267
2008,İsviçre,Gürcistan,0,,,2996.595682179244
2008,İsviçre,Letonya,0,,,1585.8423452903442
2008,İsviçre,Portekiz,10,,,1627.2862209930133
2008,İsviçre,İzlanda,0,,,2608.3969297388817
2008,İsviçre,Danimarka,0,,,1033.1996318526253
2008,İsviçre,İspanya,4,,,1151.7848051755122
2008,İsviçre,Arnavutluk,8,,,1166.2158621141946
2008,İsviçre,İsveç,0,,,1543.8509635777887
2008,İsviçre,Fransa,0,,,435.3291101111754
2008,İsviçre,Romanya,0,,,1471.769031660659
2008,İsviçre,Hırvatistan,3,,,666.147492580204
2008,İsviçre,Finlandiya,0,,,1857.432702003754
2008,İsviçre,Almanya,2,,,752.0725719794682
2008,İsviçre,Polonya,0,,,1137.5500257370654
2008,İsviçre,Birleşik Krallık,0,,,747.6542740825438
2008,Türkiye,Rusya,5,,,1793.5608149946738
2008,Türkiye,Ukrayna,8,,,1183.8939822141133
2008,Türkiye,Yunanistan,7,,,818.2752429464603
2008,Türkiye,Ermenistan,10,,,991.228709697347
2008,Türkiye,Norveç,2,,,2699.91768230757
2008,Türkiye,Sırbistan,0,,,1152.271506306506
2008,Türkiye,Azerbaycan,12,,,1444.056948888565
2008,Türkiye,İsrail,0,,,930.7567578130045
2008,Türkiye,Bosna-Hersek,6,,,1271.2769624425025
2008,Türkiye,Gürcistan,4,,,1022.4685809239261
2008,Türkiye,Letonya,0,,,1995.7519100328234
2008,Türkiye,Portekiz,0,,,3580.715993597621
2008,Türkiye,İzlanda,0,,,4398.748566839897
2008,Türkiye,Danimarka,0,,,2298.42167055678
2008,Türkiye,İspanya,3,,,3084.232371862177
2008,Türkiye,Arnavutluk,1,,,1110.3050758398806
2008,Türkiye,İsveç,0,,,2393.3776060952114
2008,Türkiye,Fransa,0,,,2597.600609318226
2008,Türkiye,Romanya,0,,,748.289037545759
2008,Türkiye,Hırvatistan,0,,,1519.05699542105
2008,Türkiye,Finlandiya,0,,,2316.6615107627754
2008,Türkiye,Almanya,0,,,2037.416427842736
2008,Türkiye,Polonya,0,,,1640.3721982653221
2008,Türkiye,Birleşik Krallık,0,,,2833.846017094089
2008,Ukrayna,Rusya,12,,,755.5220154802621
2008,Ukrayna,Yunanistan,2,,,1486.9009788925177
2008,Ukrayna,Ermenistan,7,,,1576.2951279365948
2008,Ukrayna,Norveç,6,,,1626.6102245622128
2008,Ukrayna,Sırbistan,0,,,981.2297947993045
2008,Ukrayna,Türkiye,4,,,1183.8939822141133
2008,Ukrayna,Azerbaycan,10,,,1868.5308160809811
2008,Ukrayna,İsrail,5,,,2111.9343231614966
2008,Ukrayna,Bosna-Hersek,0,,,1170.307512362434
2008,Ukrayna,Gürcistan,8,,,1462.994364395822
2008,Ukrayna,Letonya,0,,,836.1046070843996
2008,Ukrayna,Portekiz,3,,,3351.039027049683
2008,Ukrayna,İzlanda,0,,,3367.291341560699
2008,Ukrayna,Danimarka,0,,,1327.7437096101787
2008,Ukrayna,İspanya,0,,,2861.8350894479545
2008,Ukrayna,Arnavutluk,0,,,1306.5590308676512
2008,Ukrayna,İsveç,0,,,1264.2412140188364
2008,Ukrayna,Fransa,0,,,2023.294180998129
2008,Ukrayna,Romanya,0,,,747.0588197518642
2008,Ukrayna,Hırvatistan,1,,,1193.3910382881868
2008,Ukrayna,Finlandiya,0,,,1136.0542097995615
2008,Ukrayna,Almanya,0,,,1204.5628895395816
2008,Ukrayna,Polonya,0,,,689.0212692361698
2008,Ukrayna,Birleşik Krallık,0,,,2133.2297179698553
2008,Birleşik Krallık,Rusya,0,,,2500.772606080655
2008,Birleşik Krallık,Ukrayna,5,,,2133.2297179698553
2008,Birleşik Krallık,Yunanistan,12,,,2392.3621771966787
2008,Birleşik Krallık,Ermenistan,0,,,3614.394856438651
2008,Birleşik Krallık,Norveç,7,,,1153.1785636744903
2008,Birleşik Krallık,Sırbistan,0,,,1691.978781376608
2008,Birleşik Krallık,Türkiye,8,,,2833.846017094089
2008,Birleşik Krallık,Azerbaycan,0,,,3970.442506482165
2008,Birleşik Krallık,İsrail,0,,,3609.568868077548
2008,Birleşik Krallık,Bosna-Hersek,0,,,1620.89181530537
2008,Birleşik Krallık,Gürcistan,0,,,3536.7160054681335
2008,Birleşik Krallık,Letonya,10,,,1676.6598049907764
2008,Birleşik Krallık,Portekiz,0,,,1585.0784634897543
2008,Birleşik Krallık,İzlanda,6,,,1883.5824211660379
2008,Birleşik Krallık,Danimarka,3,,,955.7973969875035
2008,Birleşik Krallık,İspanya,1,,,1263.2437828736622
2008,Birleşik Krallık,Arnavutluk,0,,,1892.3399896509613
2008,Birleşik Krallık,İsveç,0,,,1432.7922380288833
2008,Birleşik Krallık,Fransa,2,,,343.47406573887247
2008,Birleşik Krallık,Romanya,0,,,2091.2540748895804
2008,Birleşik Krallık,Hırvatistan,0,,,1338.2531246558517
2008,Birleşik Krallık,Finlandiya,0,,,1820.9053714052204
2008,Birleşik Krallık,Almanya,0,,,931.318778737352
2008,Birleşik Krallık,Polonya,4,,,1448.4534583498594
2009,Arnavutluk,Norveç,7,,,2158.1460597025157
2009,Arnavutluk,İzlanda,6,,,3664.668826624103
2009,Arnavutluk,Azerbaycan,4,,,2516.173471028788
2009,Arnavutluk,Türkiye,10,,,1110.3050758398806
2009,Arnavutluk,Birleşik Krallık,8,,,1892.3399896509613
2009,Arnavutluk,Estonya,0,,,2042.4919980407683
2009,Arnavutluk,Yunanistan,12,,,500.6877638248327
2009,Arnavutluk,Fransa,2,,,1601.0603970575762
2009,Arnavutluk,Bosna-Hersek,5,,,304.065955308224
2009,Arnavutluk,Ermenistan,0,,,2076.5681472311094
2009,Arnavutluk,Rusya,0,,,2058.2797553398186
2009,Arnavutluk,Ukrayna,0,,,1306.5590308676512
2009,Arnavutluk,Danimarka,0,,,1680.4551471305308
2009,Arnavutluk,Moldova,0,,,957.3909515978808
2009,Arnavutluk,Portekiz,0,,,2470.5084595305116
2009,Arnavutluk,İsrail,0,,,1733.2341588434483
2009,Arnavutluk,Hırvatistan,0,,,586.2307722529697
2009,Arnavutluk,Romanya,0,,,616.693653695097
2009,Arnavutluk,Almanya,3,,,1335.0725925945537
2009,Arnavutluk,İsveç,1,,,2005.1886837592251
2009,Arnavutluk,Malta,0,,,759.5255515633854
2009,Arnavutluk,Litvanya,0,,,1538.9201802655111
2009,Arnavutluk,İspanya,0,,,1974.0629719358917
2009,Arnavutluk,Finlandiya,0,,,2124.120057622549
2009,Andorra,Norveç,10,,,2034.2653354266224
2009,Andorra,İzlanda,8,,,2824.4639192475815
2009,Andorra,Azerbaycan,0,,,3980.8297911379914
2009,Andorra,Türkiye,0,,,2621.8498040536483
2009,Andorra,Birleşik Krallık,4,,,1008.4721816647827
2009,Andorra,Estonya,0,,,2461.6878252961833
2009,Andorra,Yunanistan,0,,,1944.891950712174
2009,Andorra,Fransa,3,,,709.0129223950316
2009,Andorra,Bosna-Hersek,0,,,1375.1700165379839
2009,Andorra,Ermenistan,0,,,3559.5705782217706
2009,Andorra,Rusya,0,,,2963.4083937710006
2009,Andorra,Ukrayna,0,,,2370.728677485248
2009,Andorra,Danimarka,5,,,1666.2734532282361
2009,Andorra,Moldova,0,,,2203.7415934656115
2009,Andorra,Portekiz,6,,,991.8545535528777
2009,Andorra,İsrail,7,,,3190.436118488174
2009,Andorra,Arnavutluk,0,,,1516.8075624402616
2009,Andorra,Hırvatistan,0,,,1208.4442572063156
2009,Andorra,Romanya,0,,,1987.451770235064
2009,Andorra,Almanya,0,,,1422.704277752781
2009,Andorra,İsveç,2,,,2187.323262339567
2009,Andorra,Malta,1,,,1336.662117806941
2009,Andorra,Litvanya,0,,,2192.3316295984896
2009,Andorra,İspanya,12,,,493.0197799878152
2009,Andorra,Finlandiya,0,,,2522.0355302155444
2009,Ermenistan,Norveç,8,,,3197.1915203593408
2009,Ermenistan,İzlanda,5,,,4937.990077417349
2009,Ermenistan,Azerbaycan,1,,,455.2362574840481
2009,Ermenistan,Türkiye,4,,,991.228709697347
2009,Ermenistan,Birleşik Krallık,7,,,3614.394856438651
2009,Ermenistan,Estonya,0,,,2546.8153382676346
2009,Ermenistan,Yunanistan,10,,,1806.0448925218413
2009,Ermenistan,Fransa,6,,,3430.5520119119806
2009,Ermenistan,Bosna-Hersek,0,,,2185.008077603449
2009,Ermenistan,Rusya,12,,,1803.5428638690867
2009,Ermenistan,Ukrayna,3,,,1576.2951279365948
2009,Ermenistan,Danimarka,0,,,2896.5929835971974
2009,Ermenistan,Moldova,2,,,1467.4645085871966
2009,Ermenistan,Portekiz,0,,,4536.920745909275
2009,Ermenistan,İsrail,0,,,1251.972605758482
2009,Ermenistan,Arnavutluk,0,,,2076.5681472311094
2009,Ermenistan,Hırvatistan,0,,,2389.141096721334
2009,Ermenistan,Romanya,0,,,1582.0319669515466
2009,Ermenistan,Almanya,0,,,2723.158593390535
2009,Ermenistan,İsveç,0,,,2815.9733200303817
2009,Ermenistan,Malta,0,,,2656.900117880136
2009,Ermenistan,Litvanya,0,,,2152.5440833040375
2009,Ermenistan,İspanya,0,,,4036.1282657231845
2009,Ermenistan,Finlandiya,0,,,2601.2624555965954
2009,Azerbaycan,Norveç,8,,,3448.3251205856645
2009,Azerbaycan,İzlanda,0,,,5176.637214981906
2009,Azerbaycan,Türkiye,12,,,1444.056948888565
2009,Azerbaycan,Birleşik Krallık,0,,,3970.442506482165
2009,Azerbaycan,Estonya,4,,,2743.090994192383
2009,Azerbaycan,Yunanistan,0,,,2260.448577578139
2009,Azerbaycan,Fransa,0,,,3809.38691843182
2009,Azerbaycan,Bosna-Hersek,2,,,2606.280005326412
2009,Azerbaycan,Ermenistan,0,,,455.2362574840481
2009,Azerbaycan,Rusya,6,,,1926.7779214132897
2009,Azerbaycan,Ukrayna,10,,,1868.5308160809811
2009,Azerbaycan,Danimarka,0,,,3194.6685134643703
2009,Azerbaycan,Moldova,7,,,1833.9099818400746
2009,Azerbaycan,Portekiz,0,,,4964.408012684024
2009,Azerbaycan,İsrail,0,,,1625.333316571073
2009,Azerbaycan,Arnavutluk,0,,,2516.173471028788
2009,Azerbaycan,Hırvatistan,5,,,2793.6212845526074
2009,Azerbaycan,Romanya,3,,,1994.1095214663058
2009,Azerbaycan,Almanya,0,,,3057.806443954444
2009,Azerbaycan,İsveç,0,,,3048.73995485543
2009,Azerbaycan,Malta,0,,,3111.031460375241
2009,Azerbaycan,Litvanya,1,,,2411.9690068085956
2009,Azerbaycan,İspanya,0,,,4462.525273945542
2009,Azerbaycan,Finlandiya,0,,,2787.1274334417744
2009,Belarus,Norveç,12,,,1215.14358780861
2009,Belarus,İzlanda,2,,,2954.9087882645854
2009,Belarus,Azerbaycan,10,,,2239.401779461214
2009,Belarus,Türkiye,0,,,1603.3896352689337
2009,Belarus,Birleşik Krallık,3,,,1872.827015980384
2009,Belarus,Estonya,4,,,639.5138115439785
2009,Belarus,Yunanistan,5,,,1794.2813023576323
2009,Belarus,Fransa,7,,,1826.5318020668296
2009,Belarus,Bosna-Hersek,0,,,1299.5386319160712
2009,Belarus,Ermenistan,1,,,1983.3338812894779
2009,Belarus,Rusya,8,,,675.12440783981
2009,Belarus,Ukrayna,6,,,433.0746721692361
2009,Belarus,Danimarka,0,,,979.7750708803791
2009,Belarus,Moldova,0,,,771.5218047200575
2009,Belarus,Portekiz,0,,,3232.989252545263
2009,Belarus,İsrail,0,,,2533.9896591998017
2009,Belarus,Arnavutluk,0,,,1511.4767466934336
2009,Belarus,Hırvatistan,0,,,1221.5689557136782
2009,Belarus,Romanya,0,,,1058.364387080926
2009,Belarus,Almanya,0,,,954.3477727181366
2009,Belarus,İsveç,0,,,836.5983503118094
2009,Belarus,Malta,0,,,2242.1059443102577
2009,Belarus,Litvanya,0,,,172.61761800314667
2009,Belarus,İspanya,0,,,2765.0437387291367
2009,Belarus,Finlandiya,0,,,714.9749493680802
2009,Belçika,Norveç,10,,,1084.3291672127093
2009,Belçika,İzlanda,0,,,2122.4455357004895
2009,Belçika,Azerbaycan,3,,,3659.200107364861
2009,Belçika,Türkiye,12,,,2513.4587106670365
2009,Belçika,Birleşik Krallık,0,,,320.7313563405555
2009,Belçika,Estonya,0,,,1599.5026288418783
2009,Belçika,Yunanistan,5,,,2089.847533290674
2009,Belçika,Fransa,1,,,263.6470502922094
2009,Belçika,Bosna-Hersek,0,,,1310.159440189866
2009,Belçika,Ermenistan,7,,,3297.874734633512
2009,Belçika,Rusya,0,,,2253.2843962202346
2009,Belçika,Ukrayna,0,,,1835.9467087747928
2009,Belçika,Danimarka,0,,,765.4126439969357
2009,Belçika,Moldova,4,,,1831.5215941976578
2009,Belçika,Portekiz,6,,,1712.215272449126
2009,Belçika,İsrail,8,,,3296.6140824389577
2009,Belçika,Arnavutluk,0,,,1589.1619161594388
2009,Belçika,Hırvatistan,0,,,1024.4879215211834
2009,Belçika,Romanya,0,,,1770.5274099467795
2009,Belçika,Almanya,2,,,650.4418546880279
2009,Belçika,İsveç,0,,,1280.2270909991032
2009,Belçika,Malta,0,,,1850.0874076822597
2009,Belçika,Litvanya,0,,,1465.047137267294
2009,Belçika,İspanya,0,,,1316.0461199456327
2009,Belçika,Finlandiya,0,,,1647.816954723723
2009,Bosna-Hersek,Norveç,10,,,1857.5655661779474
2009,Bosna-Hersek,İzlanda,0,,,3365.9660773486353
2009,Bosna-Hersek,Azerbaycan,3,,,2606.280005326412
2009,Bosna-Hersek,Türkiye,7,,,1271.2769624425025
2009,Bosna-Hersek,Birleşik Krallık,4,,,1620.89181530537
2009,Bosna-Hersek,Estonya,0,,,1784.828806758201
2009,Bosna-Hersek,Yunanistan,5,,,791.6190413225879
2009,Bosna-Hersek,Fransa,6,,,1348.555066571011
2009,Bosna-Hersek,Ermenistan,0,,,2185.008077603449
2009,Bosna-Hersek,Rusya,0,,,1898.0402095510535
2009,Bosna-Hersek,Ukrayna,0,,,1170.307512362434
2009,Bosna-Hersek,Danimarka,0,,,1378.4092673026469
2009,Bosna-Hersek,Moldova,0,,,886.5208928514583
2009,Bosna-Hersek,Portekiz,1,,,2358.912640567919
2009,Bosna-Hersek,İsrail,8,,,1988.9243737778909
2009,Bosna-Hersek,Arnavutluk,0,,,304.065955308224
2009,Bosna-Hersek,Hırvatistan,12,,,289.3333181828908
2009,Bosna-Hersek,Romanya,0,,,616.6270821377074
2009,Bosna-Hersek,Almanya,2,,,1031.4555936193217
2009,Bosna-Hersek,İsveç,0,,,1720.3401820411466
2009,Bosna-Hersek,Malta,0,,,945.3040324523514
2009,Bosna-Hersek,Litvanya,0,,,1301.7999378047075
2009,Bosna-Hersek,İspanya,0,,,1856.7601289345569
2009,Bosna-Hersek,Finlandiya,0,,,1865.6497132989111
2009,Bulgaristan,Norveç,2,,,2095.4825247189597
2009,Bulgaristan,İzlanda,5,,,3696.035220598306
2009,Bulgaristan,Azerbaycan,8,,,2214.6072686222114
2009,Bulgaristan,Türkiye,10,,,853.6053816375636
2009,Bulgaristan,Birleşik Krallık,7,,,2014.500572920657
2009,Bulgaristan,Estonya,0,,,1863.9754274413972
2009,Bulgaristan,Yunanistan,12,,,525.9871089982005
2009,Bulgaristan,Fransa,0,,,1757.2343667899052
2009,Bulgaristan,Bosna-Hersek,4,,,417.79795610453425
2009,Bulgaristan,Ermenistan,6,,,1783.5712538757398
2009,Bulgaristan,Rusya,0,,,1776.8944531663328
2009,Bulgaristan,Ukrayna,0,,,1021.4123334498188
2009,Bulgaristan,Danimarka,0,,,1636.848496869285
2009,Bulgaristan,Moldova,0,,,648.0357076239849
2009,Bulgaristan,Portekiz,0,,,2753.3498611952573
2009,Bulgaristan,İsrail,0,,,1604.1932534020032
2009,Bulgaristan,Arnavutluk,0,,,326.78632944490766
2009,Bulgaristan,Hırvatistan,0,,,678.7975991020533
2009,Bulgaristan,Romanya,0,,,295.22320897278667
2009,Bulgaristan,Almanya,0,,,1318.4623385080392
2009,Bulgaristan,İsveç,0,,,1883.8644450028557
2009,Bulgaristan,Malta,0,,,1069.5403633685264
2009,Bulgaristan,Litvanya,1,,,1340.8274015552133
2009,Bulgaristan,İspanya,0,,,2252.681176579059
2009,Bulgaristan,Finlandiya,3,,,1945.673825083821
2009,Hırvatistan,Norveç,8,,,1605.4552770811124
2009,Hırvatistan,İzlanda,2,,,3078.7293601735764
2009,Hırvatistan,Azerbaycan,10,,,2793.6212845526074
2009,Hırvatistan,Türkiye,1,,,1519.05699542105
2009,Hırvatistan,Birleşik Krallık,4,,,1338.2531246558517
2009,Hırvatistan,Estonya,6,,,1623.8245652590779
2009,Hırvatistan,Yunanistan,7,,,1080.303368676508
2009,Hırvatistan,Fransa,0,,,1079.90315961657
2009,Hırvatistan,Bosna-Hersek,12,,,289.3333181828908
2009,Hırvatistan,Ermenistan,0,,,2389.141096721334
2009,Hırvatistan,Rusya,0,,,1867.6307956523037
2009,Hırvatistan,Ukrayna,0,,,1193.3910382881868
2009,Hırvatistan,Danimarka,0,,,1123.0611498651906
2009,Hırvatistan,Moldova,3,,,995.2996600218993
2009,Hırvatistan,Portekiz,0,,,2200.2093146466473
2009,Hırvatistan,İsrail,0,,,2272.181057003228
2009,Hırvatistan,Arnavutluk,5,,,586.2307722529697
2009,Hırvatistan,Romanya,0,,,808.1397053303891
2009,Hırvatistan,Almanya,0,,,769.204688667908
2009,Hırvatistan,İsveç,0,,,1509.7875637990867
2009,Hırvatistan,Malta,0,,,1108.7995888734406
2009,Hırvatistan,Litvanya,0,,,1186.1661651246454
2009,Hırvatistan,İspanya,0,,,1700.7066842176196
2009,Hırvatistan,Finlandiya,0,,,1702.0519519144254
2009,Kıbrıs,Norveç,10,,,3196.9752868670234
2009,Kıbrıs,İzlanda,5,,,4868.650093735903
2009,Kıbrıs,Azerbaycan,8,,,1560.3409032082222
2009,Kıbrıs,Türkiye,0,,,531.1171926480224
2009,Kıbrıs,Birleşik Krallık,7,,,3217.7334390505494
2009,Kıbrıs,Estonya,3,,,2770.407908086719
2009,Kıbrıs,Yunanistan,12,,,914.3940326266465
2009,Kıbrıs,Fransa,0,,,2949.6278749525313
2009,Kıbrıs,Bosna-Hersek,0,,,1601.5542716240625
2009,Kıbrıs,Ermenistan,4,,,1127.1475448159044
2009,Kıbrıs,Rusya,1,,,2311.318723139905
2009,Kıbrıs,Ukrayna,0,,,1714.445474736346
2009,Kıbrıs,Danimarka,6,,,2775.4415560856755
2009,Kıbrıs,Moldova,0,,,1368.8767798333752
2009,Kıbrıs,Portekiz,0,,,3762.8280528009886
2009,Kıbrıs,İsrail,0,,,414.5272892462858
2009,Kıbrıs,Arnavutluk,0,,,1364.103298394308
2009,Kıbrıs,Hırvatistan,0,,,1879.6542311554674
2009,Kıbrıs,Romanya,2,,,1200.867153496067
2009,Kıbrıs,Almanya,0,,,2489.4880241818814
2009,Kıbrıs,İsveç,0,,,2907.6990472188413
2009,Kıbrıs,Malta,0,,,1704.9502917456584
2009,Kıbrıs,Litvanya,0,,,2258.2571652537863
2009,Kıbrıs,İspanya,0,,,3283.5971246275903
2009,Kıbrıs,Finlandiya,0,,,2845.2273083962336
2009,Çek Cumhuriyeti,Norveç,3,,,1117.6620266915304
2009,Çek Cumhuriyeti,İzlanda,2,,,2632.194862940534
2009,Çek Cumhuriyeti,Azerbaycan,10,,,2941.282020523179
2009,Çek Cumhuriyeti,Türkiye,1,,,1827.5625593830234
2009,Çek Cumhuriyeti,Birleşik Krallık,6,,,1034.5525668535436
2009,Çek Cumhuriyeti,Estonya,0,,,1230.114182396609
2009,Çek Cumhuriyeti,Yunanistan,0,,,1534.0999955498312
2009,Çek Cumhuriyeti,Fransa,0,,,883.0784446762982
2009,Çek Cumhuriyeti,Bosna-Hersek,0,,,754.1094995502699
2009,Çek Cumhuriyeti,Ermenistan,12,,,2579.9109083919116
2009,Çek Cumhuriyeti,Rusya,8,,,1667.2828889365535
2009,Çek Cumhuriyeti,Ukrayna,5,,,1141.4731856044561
2009,Çek Cumhuriyeti,Danimarka,0,,,635.1474896275101
2009,Çek Cumhuriyeti,Moldova,0,,,1112.9734168365367
2009,Çek Cumhuriyeti,Portekiz,7,,,2243.4486839882034
2009,Çek Cumhuriyeti,İsrail,4,,,2662.4932170364095
2009,Çek Cumhuriyeti,Arnavutluk,0,,,1058.1598724568469
2009,Çek Cumhuriyeti,Hırvatistan,0,,,488.43148773777443
2009,Çek Cumhuriyeti,Romanya,0,,,1079.2740965805474
2009,Çek Cumhuriyeti,Almanya,0,,,280.7767333359224
2009,Çek Cumhuriyeti,İsveç,0,,,1054.2638784595956
2009,Çek Cumhuriyeti,Malta,0,,,1576.7541492602816
2009,Çek Cumhuriyeti,Litvanya,0,,,895.1131600710099
2009,Çek Cumhuriyeti,İspanya,0,,,1772.6891528512963
2009,Çek Cumhuriyeti,Finlandiya,0,,,1302.0550426342113
2009,Danimarka,Norveç,12,,,482.5145373969692
2009,Danimarka,İzlanda,10,,,2100.4110785219154
2009,Danimarka,Azerbaycan,8,,,3194.6685134643703
2009,Danimarka,Türkiye,6,,,2298.42167055678
2009,Danimarka,Birleşik Krallık,3,,,955.7973969875035
2009,Danimarka,Estonya,5,,,836.4151854032597
2009,Danimarka,Yunanistan,0,,,2137.237204258878
2009,Danimarka,Fransa,2,,,1026.8707774503553
2009,Danimarka,Bosna-Hersek,0,,,1378.4092673026469
2009,Danimarka,Ermenistan,0,,,2896.5929835971974
2009,Danimarka,Rusya,0,,,1560.5111659685604
2009,Danimarka,Ukrayna,0,,,1327.7437096101787
2009,Danimarka,Moldova,0,,,1479.99683781518
2009,Danimarka,Portekiz,0,,,2477.5522521352623
2009,Danimarka,İsrail,0,,,3189.4011457734427
2009,Danimarka,Arnavutluk,0,,,1680.4551471305308
2009,Danimarka,Hırvatistan,0,,,1123.0611498651906
