tarih,sicaklik_max,sicaklik_min,sicaklik_ort,yagis,ruzgar_max,yil,ay,gun,hafta_gunu,mevsim,il
2023-05-28,20.3,15.3,17.1,5.1,9.7,2023,5,28,Sunday,İlkbahar,Malatya
2023-05-29,19.9,12.4,15.9,10.2,12.0,2023,5,29,Monday,İlkbahar,Malatya
2023-05-30,23.5,12.1,17.4,1.9,7.2,2023,5,30,Tuesday,İlkbahar,Malatya
2023-05-31,24.1,12.0,18.1,0.2,13.2,2023,5,31,Wednesday,İlkbahar,Malatya
2023-06-01,25.5,15.1,19.6,0.0,13.4,2023,6,1,Thursday,Yaz,Malatya
2023-06-02,26.0,15.6,20.2,0.6,9.7,2023,6,2,Friday,Yaz,Malatya
2023-06-03,28.3,15.5,21.9,0.0,17.3,2023,6,3,Saturday,Yaz,Malatya
2023-06-04,26.6,15.3,21.3,0.4,13.6,2023,6,4,Sunday,Yaz,Malatya
2023-06-05,26.3,15.4,20.8,0.0,13.2,2023,6,5,Monday,Yaz,Malatya
2023-06-06,25.8,16.0,20.6,0.0,11.4,2023,6,6,Tuesday,Yaz,Malatya
2023-06-07,26.1,14.5,20.4,0.0,7.7,2023,6,7,Wednesday,Yaz,Malatya
2023-06-08,28.5,18.1,23.3,0.3,8.5,2023,6,8,Thursday,Yaz,Malatya
2023-06-09,26.3,18.7,22.7,1.7,13.5,2023,6,9,Friday,Yaz,Malatya
2023-06-10,25.1,15.7,20.3,2.7,9.5,2023,6,10,Saturday,Yaz,Malatya
2023-06-11,28.2,14.7,21.6,0.0,9.7,2023,6,11,Sunday,Yaz,Malatya
2023-06-12,28.0,17.9,23.2,0.0,10.1,2023,6,12,Monday,Yaz,Malatya
2023-06-13,28.0,17.3,22.6,0.0,14.1,2023,6,13,Tuesday,Yaz,Malatya
2023-06-14,26.1,15.4,20.7,4.2,14.5,2023,6,14,Wednesday,Yaz,Malatya
2023-06-15,25.5,14.6,19.9,0.3,15.7,2023,6,15,Thursday,Yaz,Malatya
2023-06-16,27.6,15.6,21.4,0.0,17.1,2023,6,16,Friday,Yaz,Malatya
2023-06-17,30.9,16.6,23.8,0.0,14.6,2023,6,17,Saturday,Yaz,Malatya
2023-06-18,27.9,17.3,23.2,0.0,16.2,2023,6,18,Sunday,Yaz,Malatya
2023-06-19,28.9,18.5,22.9,1.2,15.1,2023,6,19,Monday,Yaz,Malatya
2023-06-20,26.8,15.4,20.8,0.7,15.7,2023,6,20,Tuesday,Yaz,Malatya
2023-06-21,26.5,15.4,21.0,0.1,13.6,2023,6,21,Wednesday,Yaz,Malatya
2023-06-22,26.1,15.6,20.2,0.1,20.2,2023,6,22,Thursday,Yaz,Malatya
2023-06-23,26.7,14.4,20.3,0.0,17.2,2023,6,23,Friday,Yaz,Malatya
2023-06-24,28.4,15.0,22.3,0.0,10.1,2023,6,24,Saturday,Yaz,Malatya
2023-06-25,31.8,19.4,25.7,0.0,8.2,2023,6,25,Sunday,Yaz,Malatya
2023-06-26,33.4,22.2,28.1,0.0,12.8,2023,6,26,Monday,Yaz,Malatya
2023-06-27,33.2,21.0,27.1,0.0,21.4,2023,6,27,Tuesday,Yaz,Malatya
2023-06-28,33.8,18.8,26.3,0.0,18.7,2023,6,28,Wednesday,Yaz,Malatya
2023-06-29,33.8,21.2,27.4,0.0,21.7,2023,6,29,Thursday,Yaz,Malatya
2023-06-30,31.8,21.4,26.2,0.0,26.3,2023,6,30,Friday,Yaz,Malatya
2023-07-01,30.0,16.9,23.7,0.0,17.6,2023,7,1,Saturday,Yaz,Malatya
2023-07-02,31.7,17.3,25.1,0.0,10.9,2023,7,2,Sunday,Yaz,Malatya
2023-07-03,34.4,20.3,27.4,0.0,10.9,2023,7,3,Monday,Yaz,Malatya
2023-07-04,35.4,22.4,29.0,0.0,19.2,2023,7,4,Tuesday,Yaz,Malatya
2023-07-05,35.2,22.1,29.0,0.0,8.6,2023,7,5,Wednesday,Yaz,Malatya
2023-07-06,37.3,24.8,31.0,0.0,18.8,2023,7,6,Thursday,Yaz,Malatya
2023-07-07,39.0,27.2,32.3,0.0,16.1,2023,7,7,Friday,Yaz,Malatya
2023-07-08,34.5,23.7,28.7,0.0,21.0,2023,7,8,Saturday,Yaz,Malatya
2023-07-09,30.9,22.5,26.3,0.0,22.2,2023,7,9,Sunday,Yaz,Malatya
2023-07-10,28.7,19.0,23.0,2.4,25.5,2023,7,10,Monday,Yaz,Malatya
2023-07-11,28.3,15.9,21.8,0.0,21.5,2023,7,11,Tuesday,Yaz,Malatya
2023-07-12,30.9,15.3,23.3,0.0,17.4,2023,7,12,Wednesday,Yaz,Malatya
2023-07-13,33.7,18.6,25.9,0.0,11.9,2023,7,13,Thursday,Yaz,Malatya
2023-07-14,35.7,20.1,28.0,0.0,15.5,2023,7,14,Friday,Yaz,Malatya
2023-07-15,35.6,21.4,28.3,0.0,19.1,2023,7,15,Saturday,Yaz,Malatya
2023-07-16,33.7,20.5,26.5,0.0,21.8,2023,7,16,Sunday,Yaz,Malatya
2023-07-17,32.3,18.8,25.4,0.0,17.4,2023,7,17,Monday,Yaz,Malatya
2023-07-18,31.8,17.0,25.0,0.0,9.8,2023,7,18,Tuesday,Yaz,Malatya
2023-07-19,33.4,19.2,26.8,0.0,9.0,2023,7,19,Wednesday,Yaz,Malatya
2023-07-20,35.1,21.2,28.4,0.0,11.2,2023,7,20,Thursday,Yaz,Malatya
2023-07-21,36.6,23.8,30.3,0.0,16.4,2023,7,21,Friday,Yaz,Malatya
2023-07-22,35.8,22.5,29.4,0.0,10.9,2023,7,22,Saturday,Yaz,Malatya
2023-07-23,35.9,22.3,29.3,0.0,24.0,2023,7,23,Sunday,Yaz,Malatya
2023-07-24,35.5,22.7,28.7,0.0,23.9,2023,7,24,Monday,Yaz,Malatya
2023-07-25,34.2,21.0,27.2,0.0,15.2,2023,7,25,Tuesday,Yaz,Malatya
2023-07-26,35.0,21.1,28.3,0.0,10.9,2023,7,26,Wednesday,Yaz,Malatya
2023-07-27,38.6,26.4,32.3,0.0,16.3,2023,7,27,Thursday,Yaz,Malatya
2023-07-28,37.0,25.2,31.2,0.0,23.3,2023,7,28,Friday,Yaz,Malatya
2023-07-29,33.5,19.8,26.7,0.0,9.0,2023,7,29,Saturday,Yaz,Malatya
2023-07-30,34.9,20.7,28.0,0.0,9.8,2023,7,30,Sunday,Yaz,Malatya
2023-07-31,35.1,22.2,28.3,0.0,17.3,2023,7,31,Monday,Yaz,Malatya
2023-08-01,37.0,23.9,30.4,0.0,12.7,2023,8,1,Tuesday,Yaz,Malatya
2023-08-02,36.6,24.4,30.3,0.0,18.5,2023,8,2,Wednesday,Yaz,Malatya
2023-08-03,36.9,23.6,30.4,0.0,23.0,2023,8,3,Thursday,Yaz,Malatya
2023-08-04,35.4,23.0,29.1,0.0,17.4,2023,8,4,Friday,Yaz,Malatya
2023-08-05,34.9,21.7,28.7,0.0,9.4,2023,8,5,Saturday,Yaz,Malatya
2023-08-06,38.7,27.3,32.7,0.0,17.4,2023,8,6,Sunday,Yaz,Malatya
2023-08-07,39.0,26.6,33.0,0.0,11.3,2023,8,7,Monday,Yaz,Malatya
2023-08-08,40.5,27.5,33.9,0.0,21.4,2023,8,8,Tuesday,Yaz,Malatya
2023-08-09,41.4,28.9,34.6,0.0,19.1,2023,8,9,Wednesday,Yaz,Malatya
2023-08-10,40.7,28.6,34.1,0.0,16.2,2023,8,10,Thursday,Yaz,Malatya
2023-08-11,38.9,27.3,32.5,0.0,15.1,2023,8,11,Friday,Yaz,Malatya
2023-08-12,37.2,24.1,31.1,0.0,13.7,2023,8,12,Saturday,Yaz,Malatya
2023-08-13,39.2,25.6,33.0,0.0,12.5,2023,8,13,Sunday,Yaz,Malatya
2023-08-14,41.3,27.3,34.3,0.0,19.7,2023,8,14,Monday,Yaz,Malatya
2023-08-15,39.5,26.4,33.0,0.0,9.5,2023,8,15,Tuesday,Yaz,Malatya
2023-08-16,37.8,24.2,31.4,0.0,14.8,2023,8,16,Wednesday,Yaz,Malatya
2023-08-17,39.5,26.3,33.2,0.0,13.0,2023,8,17,Thursday,Yaz,Malatya
2023-08-18,38.4,24.7,31.9,0.0,12.3,2023,8,18,Friday,Yaz,Malatya
2023-08-19,36.6,22.6,29.9,0.0,11.6,2023,8,19,Saturday,Yaz,Malatya
2023-08-20,36.5,22.9,29.7,0.0,13.3,2023,8,20,Sunday,Yaz,Malatya
2023-08-21,35.8,22.4,29.2,0.0,10.2,2023,8,21,Monday,Yaz,Malatya
2023-08-22,34.0,21.0,28.2,0.0,9.6,2023,8,22,Tuesday,Yaz,Malatya
2023-08-23,34.2,21.5,28.1,0.0,9.7,2023,8,23,Wednesday,Yaz,Malatya
2023-08-24,35.3,22.4,28.7,0.0,20.5,2023,8,24,Thursday,Yaz,Malatya
2023-08-25,34.0,21.5,27.3,0.0,24.2,2023,8,25,Friday,Yaz,Malatya
2023-08-26,32.0,19.8,25.8,0.0,9.7,2023,8,26,Saturday,Yaz,Malatya
2023-08-27,33.6,21.3,27.1,0.0,16.3,2023,8,27,Sunday,Yaz,Malatya
2023-08-28,34.1,20.1,27.8,6.0,16.8,2023,8,28,Monday,Yaz,Malatya
2023-08-29,28.5,18.2,23.2,0.5,13.9,2023,8,29,Tuesday,Yaz,Malatya
2023-08-30,30.5,18.6,24.7,0.0,8.5,2023,8,30,Wednesday,Yaz,Malatya
2023-08-31,33.3,21.7,27.8,0.0,10.8,2023,8,31,Thursday,Yaz,Malatya
2023-09-01,35.3,25.1,29.7,0.0,15.5,2023,9,1,Friday,Sonbahar,Malatya
2023-09-02,36.7,25.5,30.4,0.0,16.7,2023,9,2,Saturday,Sonbahar,Malatya
2023-09-03,34.6,24.0,28.5,0.0,15.3,2023,9,3,Sunday,Sonbahar,Malatya
2023-09-04,32.8,19.6,26.1,0.0,16.3,2023,9,4,Monday,Sonbahar,Malatya
2023-09-05,36.4,21.9,28.1,0.0,16.2,2023,9,5,Tuesday,Sonbahar,Malatya
2023-09-06,35.8,25.1,29.9,0.0,16.7,2023,9,6,Wednesday,Sonbahar,Malatya
2023-09-07,34.0,22.5,28.2,0.0,10.5,2023,9,7,Thursday,Sonbahar,Malatya
2023-09-08,32.7,21.5,26.8,0.0,16.3,2023,9,8,Friday,Sonbahar,Malatya
2023-09-09,30.8,20.0,24.8,0.0,16.6,2023,9,9,Saturday,Sonbahar,Malatya
2023-09-10,27.7,16.6,22.3,0.0,11.4,2023,9,10,Sunday,Sonbahar,Malatya
2023-09-11,27.2,15.0,21.1,0.0,9.7,2023,9,11,Monday,Sonbahar,Malatya
2023-09-12,25.9,15.9,20.6,0.0,9.0,2023,9,12,Tuesday,Sonbahar,Malatya
2023-09-13,24.7,13.7,19.3,0.0,12.1,2023,9,13,Wednesday,Sonbahar,Malatya
2023-09-14,26.1,13.0,19.5,0.0,8.0,2023,9,14,Thursday,Sonbahar,Malatya
2023-09-15,27.4,14.4,20.8,0.0,10.8,2023,9,15,Friday,Sonbahar,Malatya
2023-09-16,28.6,16.3,22.4,0.0,9.1,2023,9,16,Saturday,Sonbahar,Malatya
2023-09-17,27.7,15.8,21.7,0.0,10.0,2023,9,17,Sunday,Sonbahar,Malatya
2023-09-18,28.1,15.2,21.5,0.0,8.3,2023,9,18,Monday,Sonbahar,Malatya
2023-09-19,29.1,17.5,23.0,0.0,14.4,2023,9,19,Tuesday,Sonbahar,Malatya
2023-09-20,31.6,20.6,25.2,0.0,19.7,2023,9,20,Wednesday,Sonbahar,Malatya
2023-09-21,30.0,18.0,24.0,0.0,11.3,2023,9,21,Thursday,Sonbahar,Malatya
2023-09-22,31.0,20.3,25.6,0.0,10.5,2023,9,22,Friday,Sonbahar,Malatya
2023-09-23,31.6,20.4,26.3,0.0,8.4,2023,9,23,Saturday,Sonbahar,Malatya
2023-09-24,31.8,20.6,26.5,0.0,10.2,2023,9,24,Sunday,Sonbahar,Malatya
2023-09-25,32.4,19.8,25.7,0.0,11.7,2023,9,25,Monday,Sonbahar,Malatya
2023-09-26,29.0,16.8,23.1,0.0,8.7,2023,9,26,Tuesday,Sonbahar,Malatya
2023-09-27,31.8,19.4,25.2,0.0,11.5,2023,9,27,Wednesday,Sonbahar,Malatya
2023-09-28,30.8,20.8,25.0,0.0,16.2,2023,9,28,Thursday,Sonbahar,Malatya
2023-09-29,30.6,18.8,25.0,0.0,14.4,2023,9,29,Friday,Sonbahar,Malatya
2023-09-30,29.1,18.4,23.9,0.0,9.7,2023,9,30,Saturday,Sonbahar,Malatya
2023-10-01,25.2,15.1,21.0,2.8,14.1,2023,10,1,Sunday,Sonbahar,Malatya
2023-10-02,22.1,13.2,17.0,6.5,11.6,2023,10,2,Monday,Sonbahar,Malatya
2023-10-03,21.4,14.9,17.0,0.1,10.2,2023,10,3,Tuesday,Sonbahar,Malatya
2023-10-04,21.8,11.8,16.2,0.0,10.8,2023,10,4,Wednesday,Sonbahar,Malatya
2023-10-05,20.9,10.0,15.5,0.0,9.7,2023,10,5,Thursday,Sonbahar,Malatya
2023-10-06,22.6,13.4,17.3,0.0,8.7,2023,10,6,Friday,Sonbahar,Malatya
2023-10-07,23.2,11.8,17.6,0.0,9.0,2023,10,7,Saturday,Sonbahar,Malatya
2023-10-08,24.0,14.7,19.3,0.0,10.9,2023,10,8,Sunday,Sonbahar,Malatya
2023-10-09,26.2,15.7,20.4,0.0,10.9,2023,10,9,Monday,Sonbahar,Malatya
2023-10-10,22.9,12.6,17.8,0.0,11.1,2023,10,10,Tuesday,Sonbahar,Malatya
2023-10-11,22.0,12.2,17.2,0.0,10.7,2023,10,11,Wednesday,Sonbahar,Malatya
2023-10-12,21.4,10.9,15.9,0.0,7.2,2023,10,12,Thursday,Sonbahar,Malatya
2023-10-13,23.0,12.5,18.1,0.0,8.4,2023,10,13,Friday,Sonbahar,Malatya
2023-10-14,23.9,14.5,18.3,0.0,11.2,2023,10,14,Saturday,Sonbahar,Malatya
2023-10-15,18.7,12.9,15.8,4.9,8.8,2023,10,15,Sunday,Sonbahar,Malatya
2023-10-16,19.6,11.5,15.7,1.8,8.2,2023,10,16,Monday,Sonbahar,Malatya
2023-10-17,20.6,10.9,15.7,0.0,7.7,2023,10,17,Tuesday,Sonbahar,Malatya
2023-10-18,21.4,13.8,16.7,0.0,9.6,2023,10,18,Wednesday,Sonbahar,Malatya
2023-10-19,18.6,12.1,14.9,1.5,6.4,2023,10,19,Thursday,Sonbahar,Malatya
2023-10-20,17.8,10.6,14.3,0.0,8.3,2023,10,20,Friday,Sonbahar,Malatya
2023-10-21,21.0,12.4,16.2,0.0,6.3,2023,10,21,Saturday,Sonbahar,Malatya
2023-10-22,21.2,14.7,17.6,0.0,6.9,2023,10,22,Sunday,Sonbahar,Malatya
2023-10-23,23.5,12.7,17.8,0.2,7.8,2023,10,23,Monday,Sonbahar,Malatya
2023-10-24,21.2,12.9,16.9,0.0,7.1,2023,10,24,Tuesday,Sonbahar,Malatya
2023-10-25,22.6,14.7,17.7,0.0,9.5,2023,10,25,Wednesday,Sonbahar,Malatya
2023-10-26,23.9,11.8,17.2,0.0,10.8,2023,10,26,Thursday,Sonbahar,Malatya
2023-10-27,23.0,12.7,17.2,0.0,8.1,2023,10,27,Friday,Sonbahar,Malatya
2023-10-28,22.8,13.7,17.9,0.0,6.9,2023,10,28,Saturday,Sonbahar,Malatya
2023-10-29,22.4,15.5,18.6,0.0,6.8,2023,10,29,Sunday,Sonbahar,Malatya
2023-10-30,22.3,15.3,18.6,0.0,6.1,2023,10,30,Monday,Sonbahar,Malatya
2023-10-31,22.1,16.1,18.7,0.0,7.4,2023,10,31,Tuesday,Sonbahar,Malatya
2023-11-01,21.1,14.6,17.6,0.9,6.3,2023,11,1,Wednesday,Sonbahar,Malatya
2023-11-02,20.6,13.3,16.5,2.6,7.9,2023,11,2,Thursday,Sonbahar,Malatya
2023-11-03,19.3,11.8,14.8,12.6,7.3,2023,11,3,Friday,Sonbahar,Malatya
2023-11-04,18.2,10.6,14.5,0.0,6.2,2023,11,4,Saturday,Sonbahar,Malatya
2023-11-05,18.6,10.8,14.9,0.0,7.6,2023,11,5,Sunday,Sonbahar,Malatya
2023-11-06,19.3,13.0,15.8,0.0,7.2,2023,11,6,Monday,Sonbahar,Malatya
2023-11-07,19.7,10.9,15.0,0.0,8.7,2023,11,7,Tuesday,Sonbahar,Malatya
2023-11-08,17.7,11.5,14.7,0.0,7.9,2023,11,8,Wednesday,Sonbahar,Malatya
2023-11-09,17.2,11.0,14.0,0.0,7.2,2023,11,9,Thursday,Sonbahar,Malatya
2023-11-10,17.6,10.9,14.2,0.0,7.9,2023,11,10,Friday,Sonbahar,Malatya
2023-11-11,19.0,11.0,14.4,0.0,8.0,2023,11,11,Saturday,Sonbahar,Malatya
2023-11-12,19.6,10.3,14.4,0.0,6.8,2023,11,12,Sunday,Sonbahar,Malatya
2023-11-13,20.4,9.9,14.6,0.0,6.6,2023,11,13,Monday,Sonbahar,Malatya
2023-11-14,15.1,11.2,12.8,12.6,8.9,2023,11,14,Tuesday,Sonbahar,Malatya
2023-11-15,16.1,9.8,12.3,1.8,8.7,2023,11,15,Wednesday,Sonbahar,Malatya
2023-11-16,16.7,8.5,12.4,7.8,9.3,2023,11,16,Thursday,Sonbahar,Malatya
2023-11-17,12.3,5.1,8.8,0.6,10.8,2023,11,17,Friday,Sonbahar,Malatya
2023-11-18,13.3,6.3,10.3,1.5,9.7,2023,11,18,Saturday,Sonbahar,Malatya
2023-11-19,12.3,7.9,11.1,69.8,12.1,2023,11,19,Sunday,Sonbahar,Malatya
2023-11-20,8.8,3.3,6.2,0.5,24.7,2023,11,20,Monday,Sonbahar,Malatya
2023-11-21,10.0,2.1,5.0,0.0,12.7,2023,11,21,Tuesday,Sonbahar,Malatya
2023-11-22,10.1,3.0,5.7,0.0,6.6,2023,11,22,Wednesday,Sonbahar,Malatya
2023-11-23,10.4,3.7,7.0,0.0,6.5,2023,11,23,Thursday,Sonbahar,Malatya
2023-11-24,12.7,5.8,8.8,0.0,7.3,2023,11,24,Friday,Sonbahar,Malatya
2023-11-25,10.9,5.5,9.4,1.7,7.4,2023,11,25,Saturday,Sonbahar,Malatya
2023-11-26,11.2,8.4,9.7,34.6,7.6,2023,11,26,Sunday,Sonbahar,Malatya
2023-11-27,11.9,2.0,6.7,1.9,14.5,2023,11,27,Monday,Sonbahar,Malatya
2023-11-28,4.3,-3.0,0.6,0.0,8.3,2023,11,28,Tuesday,Sonbahar,Malatya
2023-11-29,7.1,0.2,3.1,0.0,7.8,2023,11,29,Wednesday,Sonbahar,Malatya
2023-11-30,7.3,2.4,4.4,0.0,6.1,2023,11,30,Thursday,Sonbahar,Malatya
2023-12-01,9.6,2.8,6.5,0.0,6.2,2023,12,1,Friday,Kış,Malatya
2023-12-02,8.4,3.4,6.2,0.0,6.6,2023,12,2,Saturday,Kış,Malatya
2023-12-03,8.1,3.8,6.3,0.0,7.2,2023,12,3,Sunday,Kış,Malatya
2023-12-04,10.7,4.0,7.4,0.0,7.3,2023,12,4,Monday,Kış,Malatya
2023-12-05,10.7,6.4,8.0,20.2,6.7,2023,12,5,Tuesday,Kış,Malatya
2023-12-06,9.4,6.4,7.5,13.4,5.1,2023,12,6,Wednesday,Kış,Malatya
2023-12-07,11.0,6.9,8.2,0.6,4.8,2023,12,7,Thursday,Kış,Malatya
2023-12-08,11.3,7.4,9.1,15.4,6.6,2023,12,8,Friday,Kış,Malatya
2023-12-09,10.0,7.8,9.1,41.6,10.0,2023,12,9,Saturday,Kış,Malatya
2023-12-10,11.1,5.0,8.3,1.5,6.8,2023,12,10,Sunday,Kış,Malatya
2023-12-11,11.8,7.5,9.0,9.3,7.9,2023,12,11,Monday,Kış,Malatya
2023-12-12,11.4,7.3,8.6,11.6,5.4,2023,12,12,Tuesday,Kış,Malatya
2023-12-13,10.7,4.8,7.5,2.4,13.0,2023,12,13,Wednesday,Kış,Malatya
2023-12-14,10.6,1.2,6.0,0.0,8.4,2023,12,14,Thursday,Kış,Malatya
2023-12-15,9.5,5.2,7.2,0.0,6.5,2023,12,15,Friday,Kış,Malatya
2023-12-16,9.8,5.0,7.2,0.0,6.2,2023,12,16,Saturday,Kış,Malatya
2023-12-17,10.1,-0.7,5.2,0.0,19.7,2023,12,17,Sunday,Kış,Malatya
2023-12-18,5.2,-3.0,0.4,0.0,7.2,2023,12,18,Monday,Kış,Malatya
2023-12-19,6.4,-1.1,2.5,0.0,8.2,2023,12,19,Tuesday,Kış,Malatya
2023-12-20,6.6,2.6,4.5,0.0,6.8,2023,12,20,Wednesday,Kış,Malatya
2023-12-21,5.8,2.5,3.8,0.0,6.6,2023,12,21,Thursday,Kış,Malatya
2023-12-22,6.6,2.7,4.3,3.1,5.9,2023,12,22,Friday,Kış,Malatya
2023-12-23,9.4,1.7,4.5,9.6,8.7,2023,12,23,Saturday,Kış,Malatya
2023-12-24,11.8,0.5,6.4,0.1,27.0,2023,12,24,Sunday,Kış,Malatya
2023-12-25,11.0,2.4,6.0,0.0,9.4,2023,12,25,Monday,Kış,Malatya
2023-12-26,10.4,5.7,7.4,0.0,4.9,2023,12,26,Tuesday,Kış,Malatya
2023-12-27,7.5,3.2,5.5,0.0,6.6,2023,12,27,Wednesday,Kış,Malatya
2023-12-28,10.6,1.2,5.7,0.0,8.2,2023,12,28,Thursday,Kış,Malatya
2023-12-29,7.3,1.1,4.2,0.0,8.3,2023,12,29,Friday,Kış,Malatya
2023-12-30,6.4,2.2,4.1,0.0,5.4,2023,12,30,Saturday,Kış,Malatya
2023-12-31,6.0,1.3,3.5,0.0,5.2,2023,12,31,Sunday,Kış,Malatya
2024-01-01,6.0,1.0,3.3,0.0,6.5,2024,1,1,Monday,Kış,Malatya
2024-01-02,5.3,0.8,2.8,0.0,6.6,2024,1,2,Tuesday,Kış,Malatya
2024-01-03,7.4,1.3,4.1,3.6,5.4,2024,1,3,Wednesday,Kış,Malatya
2024-01-04,6.7,3.0,4.7,2.6,4.7,2024,1,4,Thursday,Kış,Malatya
2024-01-05,8.3,2.8,5.2,10.6,9.0,2024,1,5,Friday,Kış,Malatya
2024-01-06,8.4,0.2,4.3,0.0,10.2,2024,1,6,Saturday,Kış,Malatya
2024-01-07,7.3,-0.0,3.8,0.0,6.2,2024,1,7,Sunday,Kış,Malatya
2024-01-08,10.7,3.5,7.0,0.0,11.2,2024,1,8,Monday,Kış,Malatya
2024-01-09,9.9,6.3,8.0,0.0,6.1,2024,1,9,Tuesday,Kış,Malatya
2024-01-10,7.6,4.0,5.8,8.7,5.7,2024,1,10,Wednesday,Kış,Malatya
2024-01-11,5.8,2.2,4.6,3.4,5.5,2024,1,11,Thursday,Kış,Malatya
2024-01-12,7.1,0.9,3.9,3.8,7.8,2024,1,12,Friday,Kış,Malatya
2024-01-13,3.8,-2.3,0.9,0.0,8.3,2024,1,13,Saturday,Kış,Malatya
2024-01-14,2.4,-4.2,-0.8,0.0,7.1,2024,1,14,Sunday,Kış,Malatya
2024-01-15,3.6,-3.9,0.4,0.0,7.4,2024,1,15,Monday,Kış,Malatya
2024-01-16,7.5,1.8,4.3,0.1,5.2,2024,1,16,Tuesday,Kış,Malatya
2024-01-17,5.6,2.1,4.5,5.8,5.2,2024,1,17,Wednesday,Kış,Malatya
2024-01-18,9.1,3.3,5.6,0.1,6.6,2024,1,18,Thursday,Kış,Malatya
2024-01-19,9.5,4.3,6.5,0.3,5.9,2024,1,19,Friday,Kış,Malatya
2024-01-20,11.5,3.2,7.3,0.3,5.4,2024,1,20,Saturday,Kış,Malatya
2024-01-21,12.1,6.7,8.5,8.0,5.6,2024,1,21,Sunday,Kış,Malatya
2024-01-22,7.4,2.7,5.6,3.0,7.1,2024,1,22,Monday,Kış,Malatya
2024-01-23,4.4,1.4,3.1,1.1,6.4,2024,1,23,Tuesday,Kış,Malatya
2024-01-24,3.5,-4.4,-1.1,0.0,11.2,2024,1,24,Wednesday,Kış,Malatya
2024-01-25,4.6,-2.5,0.2,0.0,8.0,2024,1,25,Thursday,Kış,Malatya
2024-01-26,1.8,-0.5,0.8,13.1,6.1,2024,1,26,Friday,Kış,Malatya
2024-01-27,2.1,-3.3,0.2,3.4,16.3,2024,1,27,Saturday,Kış,Malatya
2024-01-28,1.9,-6.2,-3.1,0.0,10.7,2024,1,28,Sunday,Kış,Malatya
2024-01-29,1.1,-4.5,-1.9,0.0,6.1,2024,1,29,Monday,Kış,Malatya
2024-01-30,0.9,-6.1,-2.2,0.0,4.7,2024,1,30,Tuesday,Kış,Malatya
2024-01-31,4.5,-2.1,0.6,0.0,4.7,2024,1,31,Wednesday,Kış,Malatya
2024-02-01,3.5,-3.7,-0.6,0.0,5.8,2024,2,1,Thursday,Kış,Malatya
2024-02-02,4.0,-4.3,-0.8,0.0,7.3,2024,2,2,Friday,Kış,Malatya
2024-02-03,4.6,-2.4,1.0,0.0,5.4,2024,2,3,Saturday,Kış,Malatya
2024-02-04,6.4,0.2,2.8,0.1,9.1,2024,2,4,Sunday,Kış,Malatya
2024-02-05,8.3,0.1,3.9,0.5,12.3,2024,2,5,Monday,Kış,Malatya
2024-02-06,12.2,1.6,6.9,0.0,21.0,2024,2,6,Tuesday,Kış,Malatya
2024-02-07,12.4,4.1,7.8,0.0,10.9,2024,2,7,Wednesday,Kış,Malatya
2024-02-08,10.6,4.7,7.5,0.0,9.4,2024,2,8,Thursday,Kış,Malatya
2024-02-09,12.3,4.4,8.2,0.1,4.6,2024,2,9,Friday,Kış,Malatya
2024-02-10,10.4,3.9,6.1,3.3,5.2,2024,2,10,Saturday,Kış,Malatya
2024-02-11,11.1,2.5,6.6,0.0,7.8,2024,2,11,Sunday,Kış,Malatya
2024-02-12,12.0,5.1,7.7,0.0,7.7,2024,2,12,Monday,Kış,Malatya
2024-02-13,10.5,5.4,7.9,7.5,4.5,2024,2,13,Tuesday,Kış,Malatya
2024-02-14,8.6,4.8,7.1,42.1,6.9,2024,2,14,Wednesday,Kış,Malatya
2024-02-15,10.9,4.0,6.4,4.1,5.2,2024,2,15,Thursday,Kış,Malatya
2024-02-16,9.9,3.0,6.2,4.6,6.2,2024,2,16,Friday,Kış,Malatya
2024-02-17,9.8,4.4,7.1,6.6,7.1,2024,2,17,Saturday,Kış,Malatya
2024-02-18,10.5,1.6,5.7,0.0,9.8,2024,2,18,Sunday,Kış,Malatya
2024-02-19,9.9,3.6,6.0,0.1,7.6,2024,2,19,Monday,Kış,Malatya
2024-02-20,10.0,2.1,5.6,0.0,9.8,2024,2,20,Tuesday,Kış,Malatya
2024-02-21,11.0,2.6,6.0,0.9,8.7,2024,2,21,Wednesday,Kış,Malatya
2024-02-22,11.2,2.7,6.3,0.5,7.2,2024,2,22,Thursday,Kış,Malatya
2024-02-23,10.6,4.4,7.0,1.5,8.6,2024,2,23,Friday,Kış,Malatya
2024-02-24,10.6,3.4,6.5,0.0,6.6,2024,2,24,Saturday,Kış,Malatya
2024-02-25,12.2,0.9,6.6,0.0,8.2,2024,2,25,Sunday,Kış,Malatya
2024-02-26,9.0,0.3,5.1,0.0,12.2,2024,2,26,Monday,Kış,Malatya
2024-02-27,9.0,-1.0,3.7,0.0,8.9,2024,2,27,Tuesday,Kış,Malatya
2024-02-28,11.5,1.5,6.5,0.0,6.0,2024,2,28,Wednesday,Kış,Malatya
2024-02-29,12.4,2.1,7.1,0.0,6.6,2024,2,29,Thursday,Kış,Malatya
2024-03-01,12.5,4.7,7.8,0.0,7.9,2024,3,1,Friday,İlkbahar,Malatya
2024-03-02,12.7,2.2,7.1,0.0,8.8,2024,3,2,Saturday,İlkbahar,Malatya
2024-03-03,10.6,1.7,5.8,0.5,10.0,2024,3,3,Sunday,İlkbahar,Malatya
